name,id,title,description,coding,polarity
Antonin,ny-daily-news,Buses must have fares: Zohran Mamdani’s free buses plan is a no go,We are glad that Gov. Hochul has now gotten on the bus along with MTA...,Policy,Negative
Antonin,ny-daily-news,Zionism and Zohran: A half century since the UN’s despicable ‘Zionism is racism’ and the new Mayor Mamdani,It was 50 years ago today on the East Side of Manhattan when a cabal...,Political Identity,Negative
Antonin,ny-daily-news,Mamdani can’t abandon criminal justice reform,"As the media and the debates made clear, the question of crime, and the perception...",Policy,Neutral
Antonin,ny-daily-news,"Readers sound off on Mamdani’s promise, non-gendered language and getting too drunk","New Rochelle, N.Y.: It pains me to read so much doomsday forecasting due to a...",Policy,Negative
Antonin,ny-daily-news,NYC youth celebrate Mamdani win as first Muslim and South Asian mayor,The election of the city's youngest mayor in over a century has resonated particularly with...,Political Identity,Positive
Antonin,ny-daily-news,Greene: Mamdani needs a new New York soundtrack,Mamdani sauntered onstage election night to the blaring music of one of New York City’s...,Election,Negative
Antonin,ny-daily-news,"ICE, Houston PD trying to poach NYPD cops in wake of Mamdani mayoral victory",The controversial Immigration and Customs Enforcement agency is running a recruitment campaign targeting potentially disgruntled...,Social Response,Neutral
Antonin,ny-daily-news,"Readers sound off on Airbnb’s co-founder, Mamdani’s proposals and a thrown sub","Brooklyn: I am writing about the op-ed ""Keeping Black and Brown N.Y.ers here"" (Oct. 30)....",Policy,Negative
Antonin,ny-daily-news,"Mamdani win upends NYC electoral politics: Sorry Boomers, Gen Z and Millennials now in charge","Around 1.16 million New Yorkers under 55 voted in the Nov. 4 contest, making up...",Election,Neutral
Antonin,ny-daily-news,What Mamdani’s election really says about voters,"In electing Zohran Mamdani as mayor, New York City voters just reminded the country who...",Election,Neutral
Antonin,ny-daily-news,"Readers sound off on flash flooding, smearing Mamdani and a blue wave",Woodside: Last week’s rainstorm caused widespread flash flooding across all the boroughs of New York...,Election,Negative
Antonin,ny-daily-news,"Obama, Biden praise Mamdani in post-election calls, signaling key Democratic Party support","The congratulatory messages from the two ex-presidents, who are among the Democratic party's most popular...",Political Interaction,Positive
Antonin,ny-daily-news,"Readers sound off on Mamdani’s win, NYC’s future and softening on climate change","Dumont, N.J.: To Voicer Eric Noreen: Democratic socialism does not scare me, a lifelong Democrat...",Political Identity,Neutral
Antonin,ny-daily-news,White House removes altered Knicks logo mocking Mamdani after team reached out: report,The Knicks previously sent a cease-and-desist letter to Mamdani over his use of an altered...,Social Response,Negative
Antonin,ny-daily-news,Zohran Mamdani must do more than talk about fighting antisemitism. He needs to stop fostering it.,"Having now been elected mayor, Zohran Mamdani will have to change his ways if he...",Opinion,Negative
Antonin,ny-daily-news,"Bitterness marks final moments of mayoral campaign: No Cuomo concession call, Mamdani rails in speech","Andrew Cuomo didn't call Zohran Mamdani to congratulate him Tuesday night, while Mamdani started his...",Political Interaction,Negative
Antonin,ny-daily-news,Bobblehead Museum taking orders for Zohran Mamdani doll,The National Bobblehead Hall of Fame and Museum is taking pre-orders for Zohran Mamdani bobblehead...,Social Response,Neutral
Antonin,ny-daily-news,S.E. Cupp: Zohran Mamdani’s rise from nowhere to City Hall,One of the wildest and most dramatic New York City mayoral elections in modern history...,Election,Negative
Antonin,ny-daily-news,"Mamdani transition team to include Maria Torres-Springer, Adams aide who resigned over indictment","On the heels of his victory in this year's race for City Hall, Mayor-elect Zohran...",Election,Neutral
Antonin,ny-daily-news,"FDNY Commissioner Robert Tucker resigns day after Mamdani mayoral win, Kaz Daughtry may go too","FDNY Commissioner Robert Tucker tendered his resignation Wednesday, the morning after Zohran Mamdani's mayoral election...",Social Response,Neutral
Antonin,ny-daily-news,Mamdani’s win inspires Ugandans who see hope in youth joining politics,"Zohran Mamdani's victory in the New York mayoral race inspires many in Uganda, though it...",Social Response,Positive
Antonin,ny-daily-news,Zohran Mamdani’s win in NYC mayor race greeted with cheers and also some fear,"Zohran Mamdani's history-making big win in the NYC mayoral race was greeted with elation, support...",Social Response,Neutral
Antonin,ny-daily-news,Zohran Mamdani elected NYC mayor in historic win over Andrew Cuomo,"Democrat Zohran Mamdani was elected mayor of New York City on Tuesday, becoming the youngest...",Election,Positive
Antonin,ny-daily-news,Mamdani finally weighs in on critical housing ballots questions as he votes on Election Day,Democratic mayoral front-runner Zohran Mamdani voted yes Tuesday on a set of controversial housing development-related...,Policy,Neutral
Antonin,ny-daily-news,"Trump backs Cuomo for mayor, says NYC must vote for him and stop Mamdani",President Trump urged Republican voters in New York City late Monday to cross party lines...,Election,Negative
Antonin,ny-daily-news,"Mamdani pushes ‘morning again,’ Cuomo warns of dangers as NYC mayoral candidates near finish line","The contrasting visions were delivered on the eve of Tuesday's mayoral election, which is seen...",Election,Neutral
Antonin,ny-daily-news,"Readers sound off on Jews for Mamdani, genocide scholars and shutdown apathy","Stony Brook, L.I.: There's a bitter irony in watching ""Jews for Mamdani"" like Brad Lander...",Opinion,Negative
Antonin,ny-daily-news,"With 2 days to go before NYC mayoral election, Mamdani and Cuomo visit NYC churches, canvass voters",The candidates traded swipes and rallied supporters at church campaign stops just a borough apart...,Election,Neutral
Antonin,ny-daily-news,Zohran Mamdani v. Pat Moynihan: The anti-Zionist racist and the man who fought the UN’s ‘Zionism is racism’,"Fifty years ago, on Nov. 10, 1975, Daniel Patrick Moynihan, a patriotic New York liberal,...",Political Interaction,Negative
Antonin,ny-daily-news,"Readers sound off on the Jets and Giants, funding the IBX and anti-Black officials","Nissequogue, L.I.: Another year and another train wreck of a season in which the Giants...",Social Response,Neutral
Antonin,ny-daily-news,Chi Ossé launches primary challenge against Rep. Hakeem Jeffries,Ossé had previously rejected speculation he would challenge Jeffries for New York's 8th Congressional District.,Election,Neutral
Antonin,ny-daily-news,"NYC pushing ahead with plans to reduce class sizes despite concerns over equity, funding",The equity concerns stem from an argument that students in the highest-need schools stand to...,Policy,Neutral
Antonin,ny-daily-news,Veto this subway featherbedding: Hochul must stop Legislature’s effort to force the use of two-person crews,Gov. Hochul has until the end of the year to veto a stupid bill that...,Policy,Negative
Antonin,ny-daily-news,"Readers sound off on Democratic leadership, accountability for Israel and Giants failures",Rockaway Park: I think that Sen. Chuck Schumer is a decent and honorable person. Those...,Social Response,Neutral
Antonin,ny-daily-news,"RICHARD JOHNSON: Pete Davidson, Callum Turner film new movie in NYC","Pete Davidson startled locals on Orchard Street by brawling with a pack of vagrants, but...",Social Response,Neutral
Antonin,ny-daily-news,NYPD boss gets lucrative disability pension rank-and-file cops often have to fight for,"It is rare for a civilian to receive such a benefit from the fund, three...",Policy,Negative
Antonin,ny-daily-news,Maintain sanctuary in New York City,New Yorkers sent a resounding message on Election Day: they want a city that fights...,Election,Neutral
Antonin,ny-daily-news,More housing will give us more political power,"As Democrats rightly celebrated major election night victories, it’s worth pausing on a quieter but...",Policy,Positive
Antonin,ny-daily-news,"Readers sound off on Western corporatocracies, antisemitic backlash and pennies","White Rock, British Columbia: I find New York City's next mayor, Zohran Mamdani, unlike his...",Opinion,Neutral
Antonin,ny-daily-news,City Council kills ‘Ryder’s Law’ bill that sought to ban Central Park horse carriages in NYC,"A City Council committee voted Friday to kill ""Ryder's Law,"" a bill that would ban...",Policy,Neutral
Antonin,ny-daily-news,Judge should wait before naming Rikers receiver,Twelve people died in city jails this year — three over a two-week period — already...,Policy,Neutral
Antonin,ny-daily-news,"Readers sound off on venerating veterans, animals as props and Giants coaches","Port Orange, Fla.: I love this time each year. All the flags waving and ceremonial...",Opinion,Neutral
Antonin,ny-daily-news,"Readers sound off on socialist successes, attacks on Jews and ICE recruitment","Dumont, N.J.: To Voicer Charles T. Compton: Thank you for your well-researched and erudite response...",Social Response,Negative
Antonin,ny-daily-news,"Sweeping Long Island City rezoning approved, bringing 15,000 homes, waterfront development","Some 15,000 new homes are slated to be built in Long Island City after the...",Policy,Positive
Antonin,ny-daily-news,"New York State, NYC boost financial literacy programs in public schools","The New York State Board of Regents adopted a new graduation requirement in personal finance,...",Policy,Neutral
Antonin,ny-daily-news,NYC Council speaker candidate Crystal Hudson took real estate cash despite pledge,"Brooklyn Councilwoman Crystal Hudson, a leading candidate in this year's City Council speaker race, raked...",Election,Neutral
Antonin,ny-daily-news,"CCRB chair resigns, blaming NYPD union ‘campaign of lies’ against him","Dr. Mohammad Khalid, in a letter sent to Mayor Adams, said that he has always...",Election,Negative
Antonin,ny-daily-news,"NYC school suspensions down, but unevenly, as Black, special-ed students disciplined most","Over the last decade, the city's school system has moved away from lengthy suspensions in favor...",Policy,Neutral
Antonin,ny-daily-news,"Readers sound off on corrupt capitalism, Veterans Day and Stefanik’s campaign","Hackensack, N.J.: There are 42 million Americans, the vast majority children, the elderly and the...",Opinion,Neutral
Antonin,ny-daily-news,Mayor Adams to travel to Israel during last weeks in office,The visit comes as Adams has talked for weeks about securing new job once he...,Election,Neutral
Antonin,ny-daily-news,"NYPD releases images of swastika-painting vandal who hit yeshiva, Jewish cemetery after election","The hate-filled graffiti appeared just hours after Zohran Mamdani, who has been criticized for making...",Social Response,Neutral
Antonin,ny-daily-news,Julie Menin would be an ideal City Council speaker,It is difficult to stop focusing on NYC’s next mayor. Zohran Mamdani must now appoint...,Election,Neutral
Antonin,ny-daily-news,"Readers sound off on Nordic governments, new political blood and Chuck Schumer",Bronx: To Voicer Josephine Kay: Democratic socialism is the implementation of socialism via democratic process....,Election,Neutral
Antonin,ny-daily-news,"Wins in NYC, NJ may not offer a roadmap for the Democratic Party, but with Trump it may not matter","The political pendulum appears to be swinging away from Republicans after Trump's win in 2024,...",Election,Neutral
Antonin,ny-daily-news,Bringing the Cold War back to schools,The president of the United States says New York has “installed a communist” by electing...,Opinion,Negative
Antonin,ny-daily-news,Alabama senator claims NYC will be ‘completely Muslim in 3-4 years’,Alabama Sen. Tommy Tuberville believes Zohran Mamdani's historic victory in Tuesday's mayoral election will turn...,Election,Negative
Antonin,ny-daily-news,"After winning a second term, Manhattan DA Alvin Bragg to focus on mental illness crisis",Manhattan District Attorney Alvin Bragg's reelection this week followed a first term that rarely saw...,Policy,Neutral
Antonin,ny-daily-news,Rep. Elise Stefanik launches 2026 campaign to unseat Gov. Hochul,"Hochul underwhelmed in her first run for governor, winning by less than 6% in the...",Election,Neutral
Antonin,ny-daily-news,Republican Rep. Elise Stefanik expected to announce challenge to Hochul in NY governor’s race Friday,Republican Rep. Elise Stefanik is expected to announce her bid to challenge incumbent Kathy Hochul...,Election,Neutral
Antonin,ny-daily-news,NYPD Commissioner Jessica Tisch got Trump admin heads up before ICE raid on Canal Street,The revelation that Tisch had advance knowledge of the Trump administration's Canal St. raids could...,Political Interaction,Neutral
Antonin,ny-daily-news,NYPD cop who shot New Jersey driver in 2024 road-rage incident pleads guilty,"Hieu Tran, a member of the NYPD's press office, pulled alongside Kishan Patel, 30, on...",Policy,Neutral
Antonin,ny-daily-news,Six numbers that make up NYC’s future,This week there will understandably be much parsing and pontificating about the final poll numbers...,Election,Neutral
Antonin,ny-daily-news,NYC jail oversight board details staff breakdowns in five 2025 jail deaths,"The Board of Correction reported that, in some of the cases, medical staff were not...",Policy,Neutral
Antonin,ny-daily-news,"Hours after bitter mayoral election ends, hate-filled vandals hit Jewish cemetery, yeshiva","A Brooklyn yeshiva and a Jewish cemetery were spray-painted with swastikas early Wednesday, an act...",Social Response,Neutral
Antonin,ny-daily-news,New Council speaker must be Latino/a,Yesterday's New York City election was the most consequential one in the last quarter century....,Election,Negative
Antonin,ny-daily-news,"Readers sound off on socialism spreading, health insurers and lies about migrants","Sherborn, Mass.: I’m a 35-year-old registered independent and have voted for members of both parties....",Social Response,Neutral
Antonin,ny-daily-news,NYC poised to reject aligning mayoral race with presidential election,New York City voters were on track to reject a measure on Tuesday that could...,Social Response,Negative
Antonin,ny-daily-news,"NYC voters approve ballot questions aimed at boosting housing, limiting Council control","As New York City tackles a pervasive affordability crisis, New York City voters were poised...",Social Response,Positive
Antonin,ny-daily-news,Follow Live: NYC Mayoral Election Results,Follow along here for real time updates on numbers as they come in and what...,Election,Neutral
Antonin,ny-daily-news,"Turnout in NYC’s 2025 mayoral election tops 2 million, highest in decades","More than 2 million residents cast ballots between early voting and live voting Tuesday, according...",Election,Neutral
Antonin,ny-daily-news,3 Manhattan polling sites receive Election Day terror threats in likely swatting hoax: NYPD,"No polling sites have been shut down, the source said, with voting continuing as the...",Election,Negative
Antonin,ny-daily-news,NYC election results 2025,"Up-to-the-minute NYC election results, including the mayoral race with Andrew Cuomo, Zohran Mamdani, and Curtis...",Election,Neutral
Antonin,ny-daily-news,Election Day in New York 2025,"New Yorkers head to the polls for Election Day on Tuesday, Nov. 4, 2025, throughout...",Election,Neutral
Antonin,ny-daily-news,There is no such thing as a free bus,The Washington Post was right to say it plainly. Mayoral candidate Zohran Mamdani’s call to...,Policy,Negative
Antonin,ny-daily-news,Our picks: Cuomo & YES on housing: Vote today for New York’s future,"The 735,317 New Yorkers who voted early have done their duty, now close to twice...",Election,Positive
Antonin,ny-daily-news,Takeaways from Election Day 2025: Democrats cruising as economic woes take a toll on Trump’s GOP,Democrats on Tuesday won governor's races in Virginia and New Jersey.,Election,Positive
Antonin,ny-daily-news,Abigail Spanberger elected Virginia governor in a historic first that boosts Democrats ahead of 2026,Spanberger makes history as the first-ever woman to lead the commonwealth.,Election,Neutral
Antonin,ny-daily-news,"Readers sound off on electing a mayor, Islamophobic rhetoric and the Breeders’ Cup","Manhattan: As a lifelong New Yorker, I’ve never written a letter before, but because I...",Political Identity,Negative
Antonin,ny-daily-news,A bitter year for independent voters,Election time is here in New York City and every New Yorker has the equal...,Election,Neutral
Antonin,ny-daily-news,Question these ballot questions: Proposals 1 and 6 insult the New York State Constitution,Proposals 1 and 6 on the back of the mayoral ballot shouldn’t even be there...,Election,Negative
Antonin,ny-daily-news,"More than 700,000 cast ballots in early voting as NYC mayoral race on track for historic turnout","More than 735,000 New Yorkers cast ballots during the nine days of early voting in...",Election,Neutral
Antonin,ny-daily-news,Mayoral control of schools emerges as flashpoint in NYC mayoral election,Should the next mayor cede control of New York City's public schools? It's a contentious...,Policy,Neutral
Antonin,ny-post,Mamdani backing controversial CAIR-linked NY assembly candidate - who has made disturbing 9/11 comments,Mayor-elect Zohran Mamdani is reportedly supporting a candidate for state Assembly linked to the Council on American-Islamic Relations -- and who once described 9/11 as a terror attack that a...,Political Interaction,Negative
Antonin,ny-post,Mamdani's plan would make NYC the most tax-hostile place in US to do business,"When Zohran Mamdani and his supporters talk of taxing the rich, they usually mean it on a personal level — referring to his proposal to raise income taxes on New...",Policy,Negative
Antonin,ny-post,Lefty rep says that Mamdani's economics are too radical for him,"""I believe, obviously, in innovation and free enterprise,'' California Rep. Ro Khanna told The Post.",Policy,Negative
Antonin,ny-post,Trump's border czar warns NYC will see boost in ICE enforcement ahead of Mamdani taking office,"The vows come just weeks before democratic socialist Mamdani is set to be sworn in as mayor, replacing Adams, who had been an ally of Homan and the Trump admin.",Social Response,Negative
Antonin,ny-post,Hochul's endorsement of Mamdani is backfiring spectacularly,"Jumping on the Zohran bandwagon has clearly backfired, gov.",Opinion,Positive
Antonin,ny-post,Nassau County executive challenges Hochul to draw line as DSA pressures her to back Mamdani tax hike,Nassau County Executive Bruce Blakeman challenged Gov. Kathy Hochul to draw a line in the sand Monday as she faces pressure from DSA to back Mayor-elect Zohran Mamdani's proposed tax...,Opinion,Negative
Antonin,ny-post,Mamdani's biggest hater now calling for top NYC conservatives to work with incoming socialist mayor,"Right leaning business leaders grapple with how to support socialist mayor-elect Zohran Mamdani,",Opinion,Negative
Antonin,ny-post,Adams meets with Netanyahu on taxpayer-funded Israel trip – rips Mayor-elect Zohran Mamdani,Outgoing New York City Mayor Eric Adams met with Israeli Prime Minister Benjamin Netanyahu on Monday as part of his multi-day trip to the Jewish state — as he slammed...,Political Interaction,Neutral
Antonin,ny-post,Powerful NY Democratic Party chair Jay Jacobs plans to stay on despite dissing Zohran Mamdani,"""I have no intention of stepping down.""",Social Response,Neutral
Antonin,ny-post,Mamdani's 'gender-affirming care' plan surgically erases gays — just like Iran,"The New York Times reported last month on the dire situation for gay people in Iran, where homosexuality is punishable by death. Many are pressured to undergo brutal reassignment surgeries...",Policy,Negative
Antonin,ny-post,Mamdani confirms he reached out to Trump WH to arrange meeting: 'Anyone and everyone',"President Donald Trump indicated Sunday that he plans to meet with New York City’s mayor-elect Zohran Mamdani and said they’ll “work something out,” in what could be a detente for the Republican president and...",Political Interaction,Neutral
Antonin,ny-post,"Liberal pols, DSA warn Hochul to back Mamdani's far-left agenda – or get booted from office",Gov. Kathy Hochul is between Zohran Mamdani and a hard place. Liberal lawmakers and members of the Democratic Socialists of America are putting a squeeze on Hochul -- even threatening...,Political Interaction,Positive
Antonin,ny-post,"Bigwig on Mamdani's transition team railed against Jews, questioned gay rights in vile posts","""This is Adolf Hitler language. It's antisemitic. It's a horror show,"" said Dov Hikind, a former Brooklyn assemblyman and founder of Americans Against Antisemitism.",Policy,Negative
Antonin,ny-post,Mamdani meets with NYPD Commish Jessica Tisch -- but won't say if she'll stay on job,Mayor-elect Zohran Mamdani said Sunday he met with police Commissioner Jessica Tisch and hopes she will stay on to continue leading the NYPD when he takes office.,Political Interaction,Neutral
Antonin,ny-post,Incoming NYC business group head torches Mamdani's proposed corporate tax hike,"The incoming head of New York City's premier business group said it would be ""absolute suicide"" for Gov. Kathy Hochul and the state legislature to enact Mayor-elect Zohran Mamdani's proposed...",Policy,Negative
Antonin,ny-post,Gov. Hochul flip-flops her governing principles to accommodate Mayor-elect Mamdani’s agenda,"Does Gov. Hochul actually have any governing principles, or is she just making it up as she goes along?",Political Interaction,Negative
Antonin,ny-post,Oscar-winner tells Trump he must save New York from 'communist fool' Zohran Mamdani,"Trump's Hollywood ambassador calls for Zohran Mamdani's removal, says only president can 'stop this horror.'",Opinion,Negative
Antonin,ny-post,23-year-old Mamdani fan-girl named youngest ever vice president of major Italian region,"Mia Bintou Diop, who loves Mamdani and is a self-professed ""anti-Zionist,"" was named Vice President of Tuscany on Tuesday, according to reports.",Social Response,Neutral
Antonin,ny-post,Mamdani taps 'Defund the Police' champion to head team steering his transition to NYC mayor,"NYC Mayor-elect Mayor Zohran Mamdani claimed he no longer wants to ""Defund the Police"" while trying to score votes on the campaign trail, but a lefty political strategist he tapped...",Policy,Positive
Antonin,ny-post,Pardoned Jan. 6 rioter sues Mamdani over racially charged plan to tax 'richer and whiter' NYC neighborhoods,"The man pardoned by President Trump for his role in the Jan. 6, 2021 Capitol riot has filed a lawsuit against left socialist mayor-elect Zohran Mamdani -- citing the progressive's...",Policy,Negative
Antonin,ny-post,Zohran Mamdani setting up NYC  for violence with resistance to immigration enforcement,"Mamdani has promised to resist removals of even of violent-criminal illegal immigrants; he calls ICE a “rogue” agency and vows to stop it from enforcing the law with deportations, using...",Policy,Positive
Antonin,ny-post,"Lox, stock and barrel: Jewish New Yorkers rushing to buy guns for protection after anti-Israel Mamdani's victory","Jewish New Yorkers are arming themselves before an anti-Israel “mayor who despises us"" takes the helm of New York City, several told The Post this week.",Social Response,Negative
Antonin,ny-post,Staten Island pols renew bid to pull out of NYC over Mamdani's mayoral win,Staten Island pols say they'll be beefing up efforts for independence from NYC in 2026 as the United States celebrates it's 250th birthday -- in large part because socialist Zohran...,Social Response,Negative
Antonin,ny-post,Smirking Mamdani's scorn for business will not help NYC prosper,"“Tax the rich. Billionaire tears not included,” Sen. Liz Warren smugly captioned a photo of her sitdown with Mayor-elect Zohran Mamdani and Lina Khan.",Social Response,Negative
Antonin,ny-post,Top Mamdani aide looking for ways he can 'unilaterally' use NYC mayoral powers to deliver socialist agenda,All hail Chairman Zohran.,Policy,Negative
Antonin,ny-post,The View' co-host warns Zohran Mamdani may hit 'roadblocks' due to lack of experience,"""The View"" co-host Alyssa Farah Griffin has concerns that New York City Mayor-elect Zohran Mamdani may lack the experience to lead the biggest city in the country.",Political Identity,Negative
Antonin,ny-post,Mamdani calls for Starbucks boycott as union workers strike across US,"It’s the first hint into how Mamdani – a pro-union voice who has promised New Yorkers free buses, a rent freeze and free childcare – plans to use his newfound...",Social Response,Negative
Antonin,ny-post,Hochul open to raising taxes to fund socialist Zohran Mamdani's freebies,"Gov. Hochul is reportedly open to raising taxes on corporations in the Empire State to help fund socialist Mayor-elect Zohran Mamdani’s freebie-filled agenda for New York City. Hochul, who is...",Policy,Negative
Antonin,ny-post,"Portland's socialist disaster should be a wake-up call for Zohran  Mamdani, NYC voters","Oregon's largest city has become a poster child of urban decay, a smoldering mess of crime, businesses fleeing and homeless. People have had enough.",Political Identity,Negative
Antonin,ny-post,Oceanfront Palm Beach townhouse gets a $6M price hike thanks to New Yorkers fleeing Mamdani,A retired Marvel Entertainment CEO’s home -- five minutes from Mar-a-Lago — is now asking $24.95 million.,Social Response,Negative
Antonin,ny-post,Mamdani holds secretive meeting with Elizabeth Warren before she touts his 'Tax the rich' agenda,“She is a MA senator…why is she even there?” one user wondered.,Policy,Neutral
Antonin,ny-post,Zohran Mamdani wants social workers responding to 911 calls -- but test program is already failing,Mayor-elect Zohram Mamdani wants to deploy social workers instead of police officers to respond to 911 calls -- but the controversial plan has already been operating in the Big Apple...,Policy,Negative
Antonin,ny-post,Mamdani finally books meeting with NYPD Commish Tisch: sources,"Mamdani pledged to keep the well-regarded, tough-on-crime Tisch as his top cop, a move that has helped assuage some fears over his public safety priorities, given he called the NYPD...",Political Interaction,Neutral
Antonin,ny-post,NYC Mayor Eric Adams hands Zohran Mamdani baton — and big decisions — as teams finally meet,"“Bill de Blasio handed me the baton of dealing with these issues, and I'm going to hand the baton over to Zohran,"" Eric Adams said Thursday.",Political Interaction,Neutral
Antonin,ny-post,"Manhattan rents jumped near record high in month before Mamdani's win, as supply remains low","It was the third-highest figure on record, disappointing New Yorkers who typically see prices cool in the fall season.",Social Response,Negative
Antonin,ny-post,Mamdani will get new mayoral powers to build housing thanks to Adams-backed measures -- but will he use them?,Mayor-elect Zohran Mamdani is poised to reap the benefits of housing-related ballot measures approved by voters on Election Day -- but the socialist pol has given few concrete signs about...,Policy,Neutral
Antonin,ny-post,"Restaurateur cancels NYC expansion after Mamdani win, switches investment to other major city","""We just don't feel that this mayor is suitable to supporting small businesses,"" restaurateur Stratis Morfogen told The Post",Social Response,Negative
Antonin,ny-post,"Mamdani must embrace Eric Adams' spirit of 'Build, baby, build'","If he wants to actually deliver on his ""affordability"" agenda when it comes to housing, Mayor-elect Zohran Mamdani will need to embrace Mayor Eric Adams' ""City of Yes"" legacy.",Policy,Positive
Antonin,ny-post,Adams makes last-ditch bid to save celeb-beloved NYC garden Mamdani wants to evict,"The move from the Adams administration is the latest salvo in the decade-plus battle over the private garden, which sits on city-leased land.",Policy,Negative
Antonin,ny-post,"Real estate exec fired over Mamdani dig, Trump floats 50-year mortgages and Musk bags a trillion dollar deal",Top NYC real estate broker Scott Panzer is out of a job after taking a jab at NYC mayor-elect Zohran Mamdani's policies. Trump pitches 50-year mortgages to juice the economy...,Policy,Negative
Antonin,ny-post,The WaPo's admission about Zohran Mamdani's dark side comes a bit too late,Mamdani has showed his true colors post-election.,Political Identity,Negative
Antonin,ny-post,Adams schools Mamdani for missing Flight 587 memorial: 'There's symbolism to this job',"""I believe it would have sent a strong message to come out here today as the incoming mayor,"" Adams said.",Election,Negative
Antonin,ny-post,Zohran Mamdani horrified to discover he now has a job,"Every week, The Post will bring you our picks of the best one-liners and stories from satirical site the Babylon Bee to take the edge off Hump Day.",Election,Negative
Antonin,ny-post,"Mamdani reveals when he'll reach out to Trump, calls their relationship 'critical to the success' of NYC","Mamdani, 34, didn't specify when he would contact the administration, but said he would be ""proactive"" as he tries to thwart Trump's hard-line immigration and crime policies.",Political Interaction,Positive
Antonin,ny-post,Bank of America CEO seeks 'important' Mamdani meeting to discuss NYC: 'We'll give him some ideas',Bank of America CEO Brian Moynihan plans to have a meeting with New York City Mayor-elect Zohran Mamdani to discuss the future of the Big Apple.,Political Interaction,Positive
Antonin,ny-post,Zohran Mamdani is reviving the worst of the de Blasio years,"Bringing in Steven Banks to serve as corporation counsel, the city's chief lawyer, would elevate one of the worst de Blasio administration players into an even more powerful role.",Political Identity,Negative
Antonin,ny-post,NY school official under fire for calling Mamdani win 'Islamic takeover of Western society',"Mamdani, the socialist pol who has shot to national prominence, will be the city’s first Muslim mayor when he takes office in January.",Political Identity,Negative
Antonin,ny-post,Meet Mamdani's newly named chief of staff -- the secretive DSA operative who helped craft his lefty platform,Zohran Mamdani's secretive newly named chief of staff Elle Bisgaard-Church is a Democratic Socialists of America true believer.,Policy,Neutral
